delta,theta,alpha,beta,gamma
0.002416975686546624,0.0009664824689819095,0.0017974414973016088,0.005758186716314969,0.0149238950080408
0.005510582579372184,0.003177148922212847,0.002686153974276428,0.005202435574664603,0.0166551050501065
0.005175472196651522,0.0033896869039492595,0.0033729232274354306,0.009758223517374135,0.016335407543384948
0.004938991918346432,0.0016535664139241014,0.0017244698076647345,0.008842514181602106,0.01902118207164604
0.0022053174187559718,0.0004097413790670234,0.0010668681150563372,0.0006367051169977601,0.0005778419444709849
0.003057267878071848,0.0013385101357887882,0.0006680491040185225,0.0008051916831287606,0.0004859818631037337
0.0019773724584735935,0.000726167541129528,0.0007529991474342825,0.0011576555729454596,0.0005370411835667723
0.0033720811374559024,0.0005922254153736778,0.0008052278303834265,0.0010994018398270279,0.000377108050788674
0.002415436620033852,0.0005164778050959976,0.0005428079065101935,0.0006459716690478332,0.0002168384779254934
0.0020321721198191768,0.0006257651637705352,0.0005465772650287762,0.0005552005418590434,0.0002686982257926173
0.0027351522056562527,0.0013503407332902137,0.00043649818113903645,0.0008492620607778897,0.00032410358572438545
0.0016853870713572352,0.0007122000692346872,0.0006699063979455979,0.0005798958013588201,0.00024209523446938887
0.0010800769441950935,0.0005317251742584919,0.00034259820516773236,0.0004947289047896446,0.00025574080567498567
0.0015388116697829378,0.00029251721893154033,0.00023782865567326586,0.0005770232741777275,0.00024864859888889276
0.002344052313344233,0.0007331699807242494,0.0007292700215257216,0.0005064035495384591,0.0003007373988470496
0.0025994371998502588,0.0004492911507885757,0.0005505075603606304,0.0006390473500641404,0.00019993279634368758
0.0024568457086744525,0.0006137246054848704,0.0007036178375475167,0.0008657935113877164,0.00027663681325455693
0.00402960897729282,0.001498732030426601,0.0008945811207474294,0.000804380721129122,0.00024546022292592015
0.003499898457084453,0.0007007222336104869,0.001069513825759119,0.003328326974025388,0.009763792644782847
0.002821654773421215,0.0011088476246169862,0.0014386158710416423,0.004565549035596925,0.019348694348979557
0.002714806634167745,0.001054357568767431,0.001801154215843735,0.00446327135332839,0.011521166997475407
0.0024767828842770507,0.0013631010706503207,0.002310535032099063,0.0060440147506716675,0.02173441005537008
0.0019861293422907245,0.0005389564202276004,0.0010056885588227728,0.0006222930147196628,0.0008384343999653198
0.0018486284673428117,0.0009163007668442187,0.0007851541102334824,0.0008685640004493211,0.0002504401715966068
0.0013611508125755006,0.001132458380573507,0.0006245557772637689,0.000785139292696564,0.00019544051288166288
0.0019676630972265234,0.0008391986830107236,0.0005066936934474795,0.0007012724760508612,0.00013328459717258182
0.002423446883715935,0.0011746695995892864,0.0006419736826765811,0.0005258878478798903,0.00021752987027077176
0.0019775476614396974,0.0006357038642093311,0.0006347571196319143,0.0006093613989117919,0.0002625979886279574
0.0026005791061471965,0.00037364793375949085,0.0005797832926728432,0.0005443416040640026,0.0001733683617832159
0.003535887261253739,0.0011562687371141794,0.0007968899020636517,0.0004962020147130109,0.0001555642776848905
0.0022142492096372673,0.0006269478259659721,0.00035223784558525344,0.0005002561196429065,0.00010286060393624772
0.002198355620798336,0.0008445500749113043,0.00047970575557215175,0.0005949146841731858,0.00019105277069791566
0.003738549335805034,0.0015890914479940407,0.0015137295530335746,0.0031889376861408826,0.004691714888433834
0.003692942137337495,0.002580282859723627,0.002841157536451047,0.005928454861912176,0.012200699310692538
0.011476750752083875,0.003440912770755693,0.0027267580003835106,0.005196447426737129,0.005082585379126264
0.022547461348054507,0.006879566664666156,0.005147641588601722,0.011590710784400627,0.013925445794345846
0.005907920170427014,0.0016477384782825398,0.001530087121658195,0.0010041405679102123,0.001204735110276894
0.0025278174907191284,0.0014232446054599853,0.0006712158659657923,0.0009066505025428301,0.00022800115733259677
0.002385099156364508,0.0012142307047019448,0.0011154135780785245,0.0013143154964740142,0.0006704710770412374
0.008444239018739256,0.0016406582418177509,0.0016226410275532017,0.001713420416842211,0.0019113425548636777
0.006070778824468799,0.0012947151052158119,0.0007182193123971456,0.0009237634372638716,0.00032105106655285333
0.007562052971276856,0.0020956559604467504,0.0010060945608959962,0.0009985642228968312,0.00033774126635030685
0.004332940719048235,0.0008006495442489463,0.000788076937360364,0.0007785589679324044,0.00023704770975930083
0.00244424360906792,0.0010909439969744525,0.0007198947187261587,0.0010431907171803184,0.00019041535258089676
0.002304523343591077,0.001160422134563958,0.001543002285102591,0.0006096885316367798,0.0001870032873235672
0.002523337723305828,0.0010862251045163343,0.0014233442383610167,0.0011068532331610223,0.00016775128303300906
0.005353450515664925,0.0006812851860221137,0.0018683789523188505,0.000811200084439033,0.0001766532587237778
0.005524884584275717,0.0008585509887330593,0.0013447503094897882,0.0009421132917469514,0.00015898024858424848
0.002745458338248574,0.0012550811435191932,0.0011989407297775504,0.0009798496216877183,0.00019158659908137638
0.0013443535572306136,0.0020220440787097308,0.002142435728563636,0.0008786482953873941,0.0001376319214716938
0.002058366646348842,0.001681898504452792,0.0014635447046444379,0.0009084332065397658,0.00020949949884531944
0.002109235778358867,0.0017655105734611584,0.001666683712489842,0.0010315764976144821,0.0002742305157323194
0.0025765882596051966,0.0023908635495167993,0.0018001215145858657,0.0009867913478078599,0.00021485427794894495
0.0044819983676424105,0.0014518165148507008,0.0019799791641972125,0.0015515963437079618,0.00017960308187202153
0.002122281779073548,0.0008319192895419617,0.0009957574545586007,0.0009127644908451895,0.00020916038535758193
0.0011497554503346447,0.0010072125294370658,0.0010352655244407277,0.0007744744633090506,0.00017123374941973495
0.0037746416661059374,0.0013229859787064154,0.0015793387644612471,0.0017209067375715658,0.002390451741940414
0.003289522129146877,0.00262687389079824,0.0031981494999114984,0.010911840634123251,0.02879512566208584
0.0019954134457236916,0.0012418673204729655,0.0013190507862251145,0.0018312038654626258,0.005071889527237561
0.005071407560964194,0.002700657111087003,0.0029318263725761785,0.012543269495484927,0.031088360458565344
0.004462920318116746,0.0007705816230783313,0.0007742157241164567,0.0008597779756480314,0.004855124675852605
0.001630451201621916,0.0009188039450370763,0.0006906242176517941,0.0007962680969152887,0.00020370918633960425
0.00191644918005745,0.0005385543117726679,0.0005074083385594053,0.0005390844884798862,0.00014833822289002488
0.0017692636444714201,0.0006943641164930201,0.0005894755418305186,0.0006151147294536716,0.00020469251558498115
0.002824675377088399,0.0005878618041199228,0.0003443858972370026,0.0004137231138234527,0.00016316225293648866
0.0015687144885775288,0.0007662071614154135,0.0003475462262810896,0.000562851149951122,0.00018406903484274203
0.0009751417812018728,0.0005693296837135961,0.0003807490339558371,0.0004704126609942877,0.00016390074416381846
0.001330503526600398,0.0010594423482299903,0.000529764450764101,0.0005641643812143979,0.00019919589991222793
0.0023048573106537774,0.00047414329143653355,0.00044810721874294487,0.0006605720315572811,0.0001691129490112573
0.0023582641661230594,0.0005638687768260669,0.00028625192218754313,0.00052758998842241,0.00035835932380011984
0.0025101164155105276,0.0007501389545828763,0.0004408958524705662,0.0004772341993768722,0.00021176970743742605
0.00275316979059633,0.0005961773694199209,0.00047901922602167237,0.0005807918310631507,0.00018298242563563938
0.0013533791247425102,0.0006439515198165165,0.00047334251431063403,0.0005662996808869592,0.00011643406219749642
0.0013344884616892068,0.0007170777076915023,0.0005887014366016185,0.000543561645449796,0.00010797253879715886
0.0029035397012700612,0.000763694073287791,0.0007453846418610167,0.0005499116670115909,0.0001604921977973948
0.0068894210414694205,0.005218634856642806,0.0031307683879379772,0.0036445602890395976,0.00370325833703197
0.003121368880301707,0.0006417570281797311,0.0005984815085218542,0.0006218009374133775,0.0007019785512571911
0.0022105677211838107,0.0005057685929954683,0.00042136209778733503,0.00045716569265728596,0.0002064860022631192
0.0039851704500556044,0.002620467858106772,0.0011215758152998924,0.0008261883319042216,0.00021835760578223711
0.006030554281043436,0.002759915621651049,0.0007591672308650115,0.0006723134775569667,0.0002353833648118862
0.0029239007599528985,0.0007636537271041075,0.0007080881121213872,0.0005189991512831486,0.0001880414313379995
0.003905107790287097,0.0014402562152368366,0.0012512679319242098,0.0012114663530853706,0.0002348037879130415
0.003777904973831121,0.0009639144052817801,0.0009271973901775915,0.0004473160274400261,0.00024083603905081458
0.003498543938701278,0.0007219988809772624,0.0015430482081596494,0.003917377005154997,0.017266573009377145
0.0023863474164670124,0.00081780520966904,0.0009784237581783868,0.0009307355062338225,0.006153959884170559
0.0013352515803542538,0.0004118628971310678,0.000454918835226875,0.0006718244529266668,0.00022976779314697914
0.0021773411705046414,0.000467407858057359,0.0005544429212456932,0.0005748777768040322,0.00013860341920803938
0.0021959606130274307,0.0007515322498102869,0.00136412228111031,0.00251909882752747,0.004439522135772149
0.0029923038898219604,0.0007744703814431528,0.0005951022562602926,0.0010946145665711822,0.0017693222435735084
0.003618079108746294,0.0007567127109225338,0.00047791955785127834,0.0010050811249009577,0.0001491864730583571
0.009152133764241415,0.001565990336388322,0.0005415289739634601,0.0021533149969781675,0.00024279832152701274
0.004419314060548044,0.0004942462738691536,0.0007289824590367866,0.0009853690865414002,0.00020661815622672266
0.002459073638316021,0.0004879562794604316,0.0008647848801500036,0.001135168221777707,0.00023439271600006318
0.0020843179589639673,0.0008055419051635578,0.0007656826476788156,0.000824961075549834,0.00021569761542743484
0.002208780041276676,0.0014224348421153865,0.0007706710534670833,0.0008443575092891449,0.00019575296823025633
0.0019311604233611492,0.001664893307310635,0.0011569684696148494,0.0008132391782866816,0.00029690648647591976
0.0019232380534985722,0.0007285584639732529,0.000824837542832034,0.0007760585754986454,0.0002222914737585057
0.0017598869041637567,0.0012727507324077037,0.0016860524956497092,0.0013266689020618827,0.0002724972112181778
0.0031003613567916733,0.0015952493673251056,0.001861645918415476,0.0009748267886495527,0.0002146938251151843
0.002441047688489453,0.0014321383882324467,0.0008706493016484993,0.0012401970722511538,0.0002219316818716882
0.0016179403653529805,0.0006734559668421402,0.000671327007697321,0.00065240189361005,0.0002095800009575952
0.0010236908066292361,0.0009956829666744687,0.0006706556044931335,0.0008606583931802603,0.00015946154847445803
0.002303950618431365,0.0006178487960706975,0.0012242696708969756,0.0008670412787255157,0.00023121431265523171
0.0034415407314512684,0.0018474491736884598,0.001026406406565683,0.0010139493294916118,0.00023071456135011128
0.0024711096566586194,0.0004800082816715441,0.0005845081699061219,0.0005796330780007521,0.0001863614785108831
0.0019144389667687702,0.0008737357183378569,0.000756252104612005,0.0006916065695223165,0.00023742991106849454
0.002183550208179912,0.0013563869692471025,0.0007036002670645971,0.000637878496863539,0.0001769330919041395
0.0014602280825393695,0.000639930658636319,0.0007640455240584343,0.0005729895457869097,0.00018050674782423077
0.0010872820917222556,0.000644144121079594,0.000615570997255939,0.0006558216591623744,0.000233858037051287
0.0008900007758489622,0.0008613855554905568,0.0009363533297108207,0.004620751835475114,0.01412456548185229
0.0025588442489438696,0.0010070683698550683,0.0013085309645312672,0.002787976667580737,0.01094457856746904
0.0034374971428230805,0.0024697189612358657,0.0009812268755505494,0.0013831733541647233,0.0004492822392075422
0.0027099495516784153,0.0030099108896592184,0.0009160357443223442,0.0006993286365478586,0.0002507879297827946
0.0025781223062499737,0.0013464372728785885,0.0014752512126206953,0.005772752596897203,0.014846402610021799
0.0015672696625173947,0.0008326857846227952,0.001097427354324493,0.003745360778079904,0.01284399680093633
0.0030307454603821404,0.0010852681309194445,0.0008067077062572491,0.0005627647064043612,0.00027986088001757785
0.003131893168004403,0.0004826902421640035,0.00021923172938437217,0.00040157914453700373,0.00012039870473177762
0.0015831561134117768,0.0005630167870939015,0.00045009795686443,0.0004628062821527427,0.00018559650445454338
0.0013899531705620013,0.0004889283333537346,0.000508309035676647,0.0004273272786336291,0.00023252624780811524
0.003338302564691771,0.001632338577055044,0.0010850593894061841,0.004296967450901223,0.015204257399692922
0.003361881895964788,0.0010169364029549706,0.0014769076964023652,0.0030501178532574874,0.014698651308549006
0.0068022876448690164,0.0036291092071976043,0.004193327037861717,0.008965650852505263,0.015121567350134871
0.007220500406124817,0.003018545068474242,0.002659818845846067,0.006837317992451947,0.015445690868311216
0.007061264664299862,0.001730598180086243,0.0018233818370129848,0.0009952174497480204,0.0004498080644154402
0.005928211840200738,0.0011806836298988,0.0008820892245692764,0.000669248495724622,0.00015771748628288978
0.00396102449212991,0.0007253778731363897,0.000708527997450631,0.000628915272369052,0.0002383704573642414
0.0018205054955843882,0.0008892554458668426,0.0006386742297690944,0.0005569913194612983,0.00018352162253493017
0.0018282524078839658,0.0010183100518632415,0.0009038614426825094,0.0007714625275604666,0.00021558779072754024
0.0011463904804944107,0.0007686890763282182,0.0012299721519658923,0.0009233850012849181,0.0001783873548884888
0.0016029489420218137,0.0007216177526385741,0.0005356324907490376,0.0005293377242079397,0.0002313157642037059
0.0015029487951771343,0.0009374201839311235,0.0005635080081685855,0.00041597903595399577,0.00017984456775968814
0.0013122385739008345,0.0008758902181616264,0.0008673719678474537,0.0005871479136666377,0.00020142236401476458
0.002178039040204965,0.0008665971072172292,0.0008446334908464839,0.0005906408365344232,0.00022149091391571033
0.0033524272909659777,0.0008476541039871587,0.0007883088880134782,0.0007379788381870606,0.0002051822955882668
0.0022867956861108204,0.0008121033927711855,0.0005788521067129265,0.0007127565225237155,0.0003880647230172281
0.004306504313814293,0.001601215668482604,0.00180059327588239,0.00731343992162453,0.01438946289202225
0.004553568997746299,0.0023567935005053917,0.0019397649877665852,0.008145892500710487,0.020542767490646156
0.002601505888533046,0.0010214777364130614,0.0006865658429774976,0.0006762880485224401,0.0006610310933050675
0.006004371477783871,0.0010395364304862094,0.0005993181697166613,0.0006371937425671964,0.00023832489024190267
0.002085673613766478,0.0008817372166597461,0.0003470743919394129,0.0005597889482383054,0.0001634594537782275
0.002206680017561828,0.0010556045719003451,0.0006957527103478387,0.0006672807175022735,0.00019582719270683796
0.0027144688453559092,0.001247223198413201,0.0004713829937681385,0.0006926848009746399,0.00018260926933577243
0.0020519283408400742,0.0007273744669640774,0.0005493161614702983,0.0005289674388503539,0.00016493209374918372
0.0024331089720306975,0.0009109869101723578,0.0005594795650008924,0.000598139415072687,0.0001585904474095294
0.004210413930582922,0.0007694812804505654,0.00045329394580238195,0.0006117656042261646,0.00012659729497613498
0.0035990941092025183,0.00043011711431268637,0.0005416192420673305,0.0005483938858012885,0.00018582093686150667
0.002529595653848876,0.000584300178729006,0.0007109097686882903,0.0007177884841453765,0.00019591793758480408
0.002643422248540762,0.0005032552544024424,0.0005392136091427484,0.0005782348718810971,0.00017152251073713687
0.0024553999112397417,0.0004572977056849969,0.0005743478424039126,0.0003978511453896118,0.0001494692491910147
0.0025152023796737887,0.0007186463205492526,0.000746469876333153,0.0006478884665938439,0.00014602417781668507
0.0024936352027929527,0.0005376879966632632,0.0003477643064824724,0.00044752394591756413,0.0001268056795605572
0.0024752046791425824,0.0008855852621709684,0.00040914295463284893,0.000512679682364126,0.00014122368357680904
0.002186631731840108,0.0006184205140750341,0.0003115739179421969,0.0005655654143328478,0.0001865506415743881
0.0026908832267163044,0.0005947960021390414,0.00024531226216109033,0.0006776252516630507,0.00020157329949336053
0.0036052808791947645,0.0009190897442523798,0.0006376326328456508,0.0008548507607708896,0.00019586727746407937
0.0019524123541504405,0.0004442412030965693,0.00041581287833489955,0.0006727794857152392,0.0001836283375609466
0.002073131441367683,0.0004072870594753887,0.00041383495769697047,0.0005681478255015434,0.00014538678087159203
0.003251728885003999,0.000762885533826047,0.00046918393721709036,0.0008130673550485819,0.00017074140791615994
0.001645721400015521,0.00033053929312553364,0.00046940942224279276,0.0005635930380618464,0.00016243853102104204
0.0016738287101278092,0.0010408846571097706,0.000811395629439175,0.0006800312715861802,0.0001728894532267265
0.0011347504435516376,0.0007216669701801044,0.0004503814387489272,0.0008182992907688569,0.00019004272900813285
0.002053864915931967,0.0003881298880104573,0.0012664995799171823,0.0010395817646085372,0.00024265921890035923
0.0023789890870414858,0.000531826526566972,0.0009177395952580359,0.0008903641022825707,0.0002655430982970721
0.002720274464130124,0.0009905764566615273,0.0014540103776094317,0.0011491896481302497,0.00015041342922673452
0.0024764483251455047,0.0009389661324636096,0.000814055736224693,0.0007275733140313102,0.00036938397068556517
0.0033670805920289963,0.0014592755538051943,0.0013266431705206683,0.001373877277948394,0.0006928952235724131
0.005487615741983065,0.0026933549624892365,0.0019073605116755616,0.002285608815297897,0.001776979544888848
0.0015986667009704552,0.0006607795849513259,0.0006052257820528642,0.0004775482880127942,0.000183862190299779
0.0018073773786147806,0.0013197249417137653,0.0007109473363982204,0.0007716295688008307,0.00013512017646393298
0.0027305903247300638,0.0009334396384645287,0.001094115635518204,0.0006142557257822394,0.00015106899649550989
